"","FTHGf1","FTHGf2","FTHGf3","FTHGf4","FTHGf5","FTHGf6","FTHGf7","FTHGf8","FTHGa1","FTHGa2","FTHGa3","FTHGa4","FTHGa5","FTHGa6","FTHGa7","FTHGa8","FTAGf1","FTAGf2","FTAGf3","FTAGf4","FTAGf5","FTAGf6","FTAGf7","FTAGf8","FTAGa1","FTAGa2","FTAGa3","FTAGa4","FTAGa5","FTAGa6","FTAGa7","FTAGa8","HSf1","HSf2","HSf3","HSf4","HSf5","HSf6","HSf7","HSf8","HSa1","HSa2","HSa3","HSa4","HSa5","HSa6","HSa7","HSa8","ASf1","ASf2","ASf3","ASf4","ASf5","ASf6","ASf7","ASf8","ASa1","ASa2","ASa3","ASa4","ASa5","ASa6","ASa7","ASa8","HSTf1","HSTf2","HSTf3","HSTf4","HSTf5","HSTf6","HSTf7","HSTf8","HSTa1","HSTa2","HSTa3","HSTa4","HSTa5","HSTa6","HSTa7","HSTa8","ASTf1","ASTf2","ASTf3","ASTf4","ASTf5","ASTf6","ASTf7","ASTf8","ASTa1","ASTa2","ASTa3","ASTa4","ASTa5","ASTa6","ASTa7","ASTa8","HCf1","HCf2","HCf3","HCf4","HCf5","HCf6","HCf7","HCf8","HCa1","HCa2","HCa3","HCa4","HCa5","HCa6","HCa7","HCa8","ACf1","ACf2","ACf3","ACf4","ACf5","ACf6","ACf7","ACf8","ACa1","ACa2","ACa3","ACa4","ACa5","ACa6","ACa7","ACa8","Y"
"875",1,1,0.2,0.84,1.768,1.9536,2.79072,2.158144,3,3.8,1.56,3.512,0.7024,0.94048,1.788096,1.9576192,1,1,0.2,0.84,1.768,1.9536,2.79072,2.158144,3,3.8,1.56,3.512,0.7024,0.94048,1.788096,1.9576192,7,12.6,13.72,13.144,12.2288,12.04576,9.609152,13.9218304,9,12.2,10.44,14.888,15.7776,10.35552,14.071104,10.8142208,7,12.6,13.72,13.144,12.2288,12.04576,9.609152,13.9218304,9,12.2,10.44,14.888,15.7776,10.35552,14.071104,10.8142208,5,2.6,0.52,1.704,3.5408,7.10816,7.021632,3.8043264,4,4.8,4.96,4.992,5.7984,3.55968,8.711936,4.1423872,5,2.6,0.52,1.704,3.5408,7.10816,7.021632,3.8043264,4,4.8,4.96,4.992,5.7984,3.55968,8.711936,4.1423872,5,4.2,1.64,2.728,2.1456,3.62912,2.325824,4.4651648,5,4.2,4.84,4.968,4.9936,2.59872,6.919744,5.3839488,2,5.2,2.64,4.528,2.5056,3.70112,5.540224,1.1080448,7,6.2,3.64,3.128,3.8256,2.36512,7.673024,3.9346048,8
"876",2,3.6,1.52,3.504,2.3008,2.86016,1.372032,2.6744064,2,1.2,1.84,1.168,3.4336,0.68672,2.537344,3.7074688,2,3.6,1.52,3.504,2.3008,2.86016,1.372032,2.6744064,2,1.2,1.84,1.168,3.4336,0.68672,2.537344,3.7074688,8,12,15.2,19.04,11.808,15.9616,11.99232,11.198464,20,13.6,10.72,10.144,17.2288,16.24576,24.049152,25.6098304,8,12,15.2,19.04,11.808,15.9616,11.99232,11.198464,20,13.6,10.72,10.144,17.2288,16.24576,24.049152,25.6098304,3,6.2,3.64,7.128,3.8256,7.16512,4.633024,4.9266048,5,3.4,3.88,2.376,9.2752,5.05504,8.211008,12.0422016,3,6.2,3.64,7.128,3.8256,7.16512,4.633024,4.9266048,5,3.4,3.88,2.376,9.2752,5.05504,8.211008,12.0422016,3,0.6,2.52,1.304,2.6608,1.33216,3.466432,1.4932864,3,1.4,1.88,4.376,6.4752,3.69504,5.539008,9.1078016,10,9.2,7.44,6.288,6.8576,4.57152,5.714304,3.5428608,0,2.4,2.08,6.816,2.9632,2.99264,4.598528,0.9197056,10
"877",3,0.6,0.92,1.784,1.1568,0.23136,2.446272,2.0892544,3,3.8,0.76,0.152,1.6304,3.52608,3.105216,1.4210432,3,0.6,0.92,1.784,1.1568,0.23136,2.446272,2.0892544,3,3.8,0.76,0.152,1.6304,3.52608,3.105216,1.4210432,12,10.4,10.08,11.616,8.7232,6.54464,16.508928,12.9017856,12,13.6,13.92,11.584,13.5168,18.70336,16.540672,14.5081344,12,10.4,10.08,11.616,8.7232,6.54464,16.508928,12.9017856,12,13.6,13.92,11.584,13.5168,18.70336,16.540672,14.5081344,5,1.8,4.36,3.272,2.2544,2.05088,6.810176,3.7620352,6,5.2,1.04,1.008,5.0016,7.40032,6.280064,3.6560128,5,1.8,4.36,3.272,2.2544,2.05088,6.810176,3.7620352,6,5.2,1.04,1.008,5.0016,7.40032,6.280064,3.6560128,7,5.4,5.08,2.616,1.3232,2.66464,2.932928,2.1865856,2,4.4,1.68,5.136,6.6272,10.12544,7.625088,5.5250176,3,1.4,8.28,11.256,9.4512,7.49024,5.498048,7.4996096,3,7,3.8,2.36,6.072,3.6144,5.52288,3.504576,5
"878",4,1.6,1.12,5.024,1.8048,0.36096,1.672192,1.9344384,0,0.8,0.16,1.632,1.9264,1.18528,2.637056,2.1274112,4,1.6,1.12,5.024,1.8048,0.36096,1.672192,1.9344384,0,0.8,0.16,1.632,1.9264,1.18528,2.637056,2.1274112,15,14.2,9.24,12.248,9.6496,15.52992,15.105984,11.0211968,10,14.8,18.16,13.232,16.2464,13.64928,9.929856,13.9859712,15,14.2,9.24,12.248,9.6496,15.52992,15.105984,11.0211968,10,14.8,18.16,13.232,16.2464,13.64928,9.929856,13.9859712,8,4.8,4.96,6.592,2.9184,2.98368,8.596736,4.1193472,2,3.6,7.12,3.824,4.7648,3.35296,6.270592,3.6541184,8,4.8,4.96,6.592,2.9184,2.98368,8.596736,4.1193472,2,3.6,7.12,3.824,4.7648,3.35296,6.270592,3.6541184,4,4,4,3.2,6.24,9.248,8.2496,5.64992,8,7.2,7.04,5.408,8.2816,4.05632,2.411264,4.4822528,4,5.6,5.12,5.024,2.6048,2.92096,6.184192,2.8368384,4,4,8.8,2.56,6.112,6.8224,2.96448,2.992896,14
"879",0,0.8,0.96,0.992,2.5984,1.31968,1.063936,1.0127872,5,1.8,1.96,1.192,2.6384,2.12768,2.825536,2.1651072,0,0.8,0.96,0.992,2.5984,1.31968,1.063936,1.0127872,5,1.8,1.96,1.192,2.6384,2.12768,2.825536,2.1651072,2,6.8,5.36,7.472,10.2944,9.25888,8.251776,12.8503552,27,11.8,13.56,16.312,13.6624,12.33248,16.866496,12.9732992,2,6.8,5.36,7.472,10.2944,9.25888,8.251776,12.8503552,27,11.8,13.56,16.312,13.6624,12.33248,16.866496,12.9732992,2,2,1.2,2.64,5.328,3.4656,3.09312,3.018624,13,5.8,5.96,7.592,5.5184,7.50368,6.300736,3.6601472,2,2,1.2,2.64,5.328,3.4656,3.09312,3.018624,13,5.8,5.96,7.592,5.5184,7.50368,6.300736,3.6601472,0,7.2,3.84,3.168,3.8336,2.36672,2.073344,4.4146688,10,3.6,8.72,6.544,2.9088,3.78176,4.756352,2.5512704,9,7.4,9.48,8.296,8.0592,6.41184,4.482368,5.6964736,6,4.4,4.88,5.776,2.7552,4.55104,4.910208,8.1820416,17
"880",3,1.4,1.08,0.216,0.0432,1.60864,1.921728,2.7843456,3,1.4,1.08,1.016,1.8032,1.96064,1.992128,1.9984256,3,1.4,1.08,0.216,0.0432,1.60864,1.921728,2.7843456,3,1.4,1.08,1.016,1.8032,1.96064,1.992128,1.9984256,17,11.4,9.48,7.496,5.4992,9.89984,11.579968,15.1159936,15,17.4,21.88,23.576,25.5152,14.70304,21.340608,18.6681216,17,11.4,9.48,7.496,5.4992,9.89984,11.579968,15.1159936,15,17.4,21.88,23.576,25.5152,14.70304,21.340608,18.6681216,8,4,2.4,1.28,1.056,4.2112,4.84224,4.968448,7,6.2,6.84,6.968,8.5936,5.71872,7.543744,4.7087488,8,4,2.4,1.28,1.056,4.2112,4.84224,4.968448,7,6.2,6.84,6.968,8.5936,5.71872,7.543744,4.7087488,4,3.2,3.04,2.208,1.2416,3.44832,7.889664,3.9779328,4,8,6.4,10.88,10.176,6.0352,6.00704,2.801408,6,4.4,2.48,6.096,8.4192,3.28384,6.256768,2.8513536,9,6.6,6.92,2.984,5.3968,4.27936,3.255872,5.4511744,9
"881",2,2.8,1.36,1.872,1.9744,2.79488,4.558976,2.5117952,2,2.8,2.16,1.232,5.0464,3.40928,1.481856,1.8963712,2,2.8,1.36,1.872,1.9744,2.79488,4.558976,2.5117952,2,2.8,2.16,1.232,5.0464,3.40928,1.481856,1.8963712,14,12.4,8.08,9.616,11.5232,12.70464,16.940928,21.7881856,17,13,14.6,15.72,13.544,11.5088,8.70176,11.340352,14,12.4,8.08,9.616,11.5232,12.70464,16.940928,21.7881856,17,13,14.6,15.72,13.544,11.5088,8.70176,11.340352,5,5.8,2.76,3.752,3.1504,4.63008,6.526016,7.7052032,8,5.6,5.92,3.584,6.3168,6.06336,4.412672,4.8825344,5,5.8,2.76,3.752,3.1504,4.63008,6.526016,7.7052032,8,5.6,5.92,3.584,6.3168,6.06336,4.412672,4.8825344,1,1.8,5.16,2.632,4.5264,2.50528,3.701056,5.5402112,7,7,6.2,3.64,3.128,3.8256,2.36512,7.673024,2,3.6,3.92,3.984,5.5968,6.71936,3.743872,4.7487744,14,10,5.2,3.44,2.288,2.8576,8.57152,3.314304,18
"882",1,1,3.4,2.28,1.256,1.8512,1.17024,2.634048,1,0.2,0.04,0.00799999999999999,0.8016,0.16032,0.032064,0.8064128,1,1,3.4,2.28,1.256,1.8512,1.17024,2.634048,1,0.2,0.04,0.00799999999999999,0.8016,0.16032,0.032064,0.8064128,27,14.2,14.04,17.208,17.0416,24.20832,16.841664,24.1683328,5,4.2,8.84,12.168,8.8336,5.76672,8.353344,10.4706688,27,14.2,14.04,17.208,17.0416,24.20832,16.841664,24.1683328,5,4.2,8.84,12.168,8.8336,5.76672,8.353344,10.4706688,11,5.4,5.08,7.416,7.8832,8.77664,7.355328,8.6710656,3,2.2,1.24,1.848,2.7696,1.35392,2.670784,3.7341568,11,5.4,5.08,7.416,7.8832,8.77664,7.355328,8.6710656,3,2.2,1.24,1.848,2.7696,1.35392,2.670784,3.7341568,14,9.2,5.84,11.568,7.1136,9.42272,5.884544,5.9769088,2,2,4.4,4.08,3.216,1.4432,5.08864,4.217728,7,5.4,4.28,1.656,2.7312,2.14624,3.629248,2.3258496,1,4.2,4.04,4.808,4.9616,4.99232,2.598464,6.9196928,13
"883",2,0.4,0.88,0.976,0.1952,0.03904,0.807808,0.1615616,0,3.2,3.84,1.568,3.5136,2.30272,2.060544,1.2121088,2,0.4,0.88,0.976,0.1952,0.03904,0.807808,0.1615616,0,3.2,3.84,1.568,3.5136,2.30272,2.060544,1.2121088,7,9.4,11.48,20.696,17.7392,10.74784,8.549568,12.1099136,17,15.4,13.48,9.896,22.7792,20.55584,23.311168,14.2622336,7,9.4,11.48,20.696,17.7392,10.74784,8.549568,12.1099136,17,15.4,13.48,9.896,22.7792,20.55584,23.311168,14.2622336,3,2.2,2.84,6.168,5.2336,4.24672,3.249344,3.0498688,3,7,7,3,11,5.4,5.88,4.376,3,2.2,2.84,6.168,5.2336,4.24672,3.249344,3.0498688,3,7,7,3,11,5.4,5.88,4.376,2,6.8,2.16,5.232,2.6464,2.12928,2.825856,2.1651712,7,4.6,0.92,2.584,6.1168,7.62336,4.724672,6.5449344,2,6,5.2,5.04,2.608,1.3216,2.66432,2.932864,3,2.2,4.44,1.688,5.1376,6.62752,10.125504,7.6251008,10
"884",0,4,1.6,5.12,2.624,1.3248,1.86496,3.572992,2,0.4,0.88,1.776,1.1552,0.23104,0.846208,0.1692416,0,4,1.6,5.12,2.624,1.3248,1.86496,3.572992,2,0.4,0.88,1.776,1.1552,0.23104,0.846208,0.1692416,27,27,19.8,29.56,18.712,29.3424,25.06848,15.413696,6,2.8,8.56,4.912,14.5824,8.51648,8.103296,10.4206592,27,27,19.8,29.56,18.712,29.3424,25.06848,15.413696,6,2.8,8.56,4.912,14.5824,8.51648,8.103296,10.4206592,8,12,7.2,12.64,8.928,8.1856,6.43712,8.487424,3,2.2,2.84,2.168,3.6336,1.52672,2.705344,3.7410688,8,12,7.2,12.64,8.928,8.1856,6.43712,8.487424,3,2.2,2.84,2.168,3.6336,1.52672,2.705344,3.7410688,9,9.8,9.16,7.432,6.2864,6.85728,4.571456,5.7142912,1,0.2,2.44,2.088,6.8176,2.96352,2.992704,4.5985408,8,8.8,8.16,4.832,4.9664,6.59328,3.718656,6.3437312,9,5,1.8,10.76,4.552,1.7104,1.14208,1.828416,12
"885",1,1.8,1.16,2.632,1.3264,1.86528,0.373056,0.8746112,1,1.8,1.16,0.232,1.6464,0.32928,0.865856,4.9731712,1,1.8,1.16,2.632,1.3264,1.86528,0.373056,0.8746112,1,1.8,1.16,0.232,1.6464,0.32928,0.865856,4.9731712,11,9.4,14.68,14.136,16.4272,19.28544,11.057088,10.2114176,13,11.4,13.48,12.296,15.2592,10.25184,14.050368,15.6100736,11,9.4,14.68,14.136,16.4272,19.28544,11.057088,10.2114176,13,11.4,13.48,12.296,15.2592,10.25184,14.050368,15.6100736,5,5,4.2,5.64,4.328,4.0656,3.21312,3.842624,4,3.2,3.84,3.968,7.1936,4.63872,6.527744,8.5055488,5,5,4.2,5.64,4.328,4.0656,3.21312,3.842624,4,3.2,3.84,3.968,7.1936,4.63872,6.527744,8.5055488,10,9.2,7.44,9.488,8.2976,8.05952,6.411904,4.4823808,7,6.2,4.44,4.888,5.7776,2.75552,4.551104,4.9102208,5,4.2,3.24,3.048,2.2096,1.24192,3.448384,7.8896768,4,4,8,6.4,10.88,10.176,6.0352,6.00704,7
"886",1,2.6,1.32,0.264,0.0528,0.81056,1.762112,5.1524224,1,1,1,1,1.8,0.36,1.672,1.1344,1,2.6,1.32,0.264,0.0528,0.81056,1.762112,5.1524224,1,1,1,1,1.8,0.36,1.672,1.1344,10,9.2,8.24,16.848,9.7696,14.75392,12.550784,15.3101568,14,8.4,8.08,8.016,16.0032,15.20064,11.840128,10.3680256,10,9.2,8.24,16.848,9.7696,14.75392,12.550784,15.3101568,14,8.4,8.08,8.016,16.0032,15.20064,11.840128,10.3680256,2,3.6,3.92,7.184,4.6368,4.92736,4.985472,8.1970944,5,5,2.6,4.52,5.704,6.7408,5.34816,4.269632,2,3.6,3.92,7.184,4.6368,4.92736,4.985472,8.1970944,5,5,2.6,4.52,5.704,6.7408,5.34816,4.269632,9,5.8,2.76,6.152,2.8304,5.36608,5.073216,5.0146432,8,5.6,8.32,4.864,2.5728,7.71456,4.742912,4.1485824,1,2.6,0.52,2.504,1.3008,2.66016,1.332032,3.4664064,9,4.2,1.64,1.928,4.3856,6.47712,3.695424,5.5390848,12
"887",1,2.6,2.12,0.424,0.8848,0.17696,0.835392,0.9670784,1,2.6,0.52,2.504,3.7008,1.54016,0.308032,0.0616064,1,2.6,2.12,0.424,0.8848,0.17696,0.835392,0.9670784,1,2.6,0.52,2.504,3.7008,1.54016,0.308032,0.0616064,7,13.4,15.48,12.696,10.5392,7.70784,5.541568,10.7083136,20,17.6,18.72,14.944,18.9888,29.39776,21.879552,14.7759104,7,13.4,15.48,12.696,10.5392,7.70784,5.541568,10.7083136,20,17.6,18.72,14.944,18.9888,29.39776,21.879552,14.7759104,2,6,6,4.4,2.48,1.296,1.8592,3.57184,6,7.6,7.12,6.224,7.6448,7.92896,4.785792,3.3571584,2,6,6,4.4,2.48,1.296,1.8592,3.57184,6,7.6,7.12,6.224,7.6448,7.92896,4.785792,3.3571584,1,3.4,5.48,5.096,5.0192,2.60384,2.920768,6.1841536,13,5.8,4.36,8.872,2.5744,6.11488,6.822976,2.9645952,7,1.4,7.48,3.896,3.1792,3.83584,2.367168,2.0734336,10,10,3.6,8.72,6.544,2.9088,3.78176,4.756352,15
"888",1,1.8,1.16,1.832,1.1664,1.83328,0.366656,0.0733312,4,2.4,2.08,1.216,0.2432,0.84864,0.969728,3.3939456,1,1.8,1.16,1.832,1.1664,1.83328,0.366656,0.0733312,4,2.4,2.08,1.216,0.2432,0.84864,0.969728,3.3939456,10,18,13.2,13.84,21.968,17.9936,19.59872,12.719744,13,9,13.8,6.76,6.952,8.5904,5.71808,11.543616,10,18,13.2,13.84,21.968,17.9936,19.59872,12.719744,13,9,13.8,6.76,6.952,8.5904,5.71808,11.543616,3,4.6,2.52,5.304,6.6608,5.33216,4.266432,4.0532864,6,3.6,7.12,2.224,1.2448,1.84896,1.969792,7.5939584,3,4.6,2.52,5.304,6.6608,5.33216,4.266432,4.0532864,6,3.6,7.12,2.224,1.2448,1.84896,1.969792,7.5939584,3,3,1.4,8.28,11.256,9.4512,7.49024,5.498048,2,2.8,6.96,3.792,2.3584,6.07168,3.614336,5.5228672,7,3,5.4,3.48,2.296,4.4592,9.69184,3.538368,2,6.8,6.16,4.432,2.4864,2.09728,2.819456,6.1638912,5
"889",5,2.6,0.52,1.704,3.5408,0.70816,0.941632,2.5883264,0,1.6,1.92,5.184,1.0368,1.00736,4.201472,3.2402944,5,2.6,0.52,1.704,3.5408,0.70816,0.941632,2.5883264,0,1.6,1.92,5.184,1.0368,1.00736,4.201472,3.2402944,16,12,17.6,6.72,22.144,16.4288,9.68576,14.737152,7,8.6,14.52,28.504,19.3008,16.66016,17.732032,18.7464064,16,12,17.6,6.72,22.144,16.4288,9.68576,14.737152,7,8.6,14.52,28.504,19.3008,16.66016,17.732032,18.7464064,13,5,6.6,2.92,10.984,7.7968,4.75936,5.751872,2,4.4,5.68,12.336,6.4672,5.29344,6.658688,7.7317376,13,5,6.6,2.92,10.984,7.7968,4.75936,5.751872,2,4.4,5.68,12.336,6.4672,5.29344,6.658688,7.7317376,4,5.6,4.32,2.464,6.0928,8.41856,3.283712,6.2567424,5,8.2,6.44,6.888,2.9776,5.39552,4.279104,3.2558208,13,5.8,4.36,4.072,3.2144,6.24288,9.248576,8.2497152,1,6.6,6.92,6.984,5.3968,8.27936,4.055872,2.4111744,10
"890",3,1.4,3.48,1.496,1.0992,5.01984,1.803968,0.3607936,3,1.4,0.28,0.856,0.1712,1.63424,1.926848,1.1853696,3,1.4,3.48,1.496,1.0992,5.01984,1.803968,0.3607936,3,1.4,0.28,0.856,0.1712,1.63424,1.926848,1.1853696,9,17.8,15.56,14.312,9.2624,12.25248,9.650496,15.5300992,20,9.6,9.92,14.784,18.1568,13.23136,16.246272,13.6492544,9,17.8,15.56,14.312,9.2624,12.25248,9.650496,15.5300992,20,9.6,9.92,14.784,18.1568,13.23136,16.246272,13.6492544,3,5.4,7.48,4.696,4.9392,6.58784,2.917568,2.9835136,6,2.8,2.16,3.632,7.1264,3.82528,4.765056,3.3530112,3,5.4,7.48,4.696,4.9392,6.58784,2.917568,2.9835136,6,2.8,2.16,3.632,7.1264,3.82528,4.765056,3.3530112,0,10.4,5.28,4.256,4.0512,3.21024,6.242048,9.2484096,10,2.8,6.96,6.992,6.9984,5.39968,8.279936,4.0559872,1,4.2,4.04,3.208,3.0416,2.20832,1.241664,3.4483328,6,4.4,4.08,8.016,6.4032,10.88064,10.176128,6.0352256,6
"891",4,1.6,1.12,3.424,2.2848,1.25696,1.851392,1.1702784,1,1,0.2,0.04,0.00799999999999999,0.8016,0.16032,0.032064,4,1.6,1.12,3.424,2.2848,1.25696,1.851392,1.1702784,1,1,0.2,0.04,0.00799999999999999,0.8016,0.16032,0.032064,18,25.2,13.84,13.968,17.1936,17.03872,24.207744,16.8415488,13,6.6,4.52,8.904,12.1808,8.83616,5.767232,8.3534464,18,25.2,13.84,13.968,17.1936,17.03872,24.207744,16.8415488,13,6.6,4.52,8.904,12.1808,8.83616,5.767232,8.3534464,6,10,5.2,5.04,7.408,7.8816,8.77632,7.355264,4,3.2,2.24,1.248,1.8496,2.76992,1.353984,2.6707968,6,10,5.2,5.04,7.408,7.8816,8.77632,7.355264,4,3.2,2.24,1.248,1.8496,2.76992,1.353984,2.6707968,8,12.8,8.96,5.792,11.5584,7.11168,9.422336,5.8844672,5,2.6,2.12,4.424,4.0848,3.21696,1.443392,5.0886784,7,8.6,5.72,2.744,6.1488,2.82976,5.365952,5.0731904,5,7.4,5.48,8.296,4.8592,2.57184,7.714368,4.7428736,9
"892",0,0.8,0.16,1.632,0.3264,3.26528,2.253056,0.4506112,1,1,1.8,1.16,1.832,1.1664,1.03328,2.606656,0,0.8,0.16,1.632,0.3264,3.26528,2.253056,0.4506112,1,1,1.8,1.16,1.832,1.1664,1.03328,2.606656,10,13.2,9.04,13.808,13.1616,15.43232,14.286464,15.6572928,18,11.6,17.52,13.104,17.0208,13.80416,9.160832,15.4321664,10,13.2,9.04,13.808,13.1616,15.43232,14.286464,15.6572928,18,11.6,17.52,13.104,17.0208,13.80416,9.160832,15.4321664,5,5,2.6,6.92,2.984,4.5968,5.71936,4.343872,8,3.2,7.04,3.008,7.0016,3.00032,2.200064,6.8400128,5,5,2.6,6.92,2.984,4.5968,5.71936,4.343872,8,3.2,7.04,3.008,7.0016,3.00032,2.200064,6.8400128,2,6.8,8.56,8.112,4.8224,4.96448,6.592896,3.7185792,10,9.2,5.04,1.808,10.7616,4.55232,1.710464,1.1420928,8,2.4,2.08,5.216,2.6432,4.52864,2.505728,3.7011456,10,7.6,7.12,6.224,3.6448,3.12896,3.825792,2.3651584,9
"893",2,1.2,1.84,3.568,3.1136,0.62272,3.324544,1.4649088,1,1,0.2,0.84,0.968,1.7936,1.95872,0.391744,2,1.2,1.84,3.568,3.1136,0.62272,3.324544,1.4649088,1,1,0.2,0.84,0.968,1.7936,1.95872,0.391744,12,6.4,16.48,13.696,13.9392,11.58784,17.517568,13.9035136,20,25.6,11.52,13.504,13.9008,12.38016,10.476032,15.6952064,12,6.4,16.48,13.696,13.9392,11.58784,17.517568,13.9035136,20,25.6,11.52,13.504,13.9008,12.38016,10.476032,15.6952064,4,3.2,7.04,5.408,6.6816,2.13632,9.227264,4.2454528,8,10.4,3.68,2.336,4.4672,3.29344,3.058688,3.0117376,4,3.2,7.04,5.408,6.6816,2.13632,9.227264,4.2454528,8,10.4,3.68,2.336,4.4672,3.29344,3.058688,3.0117376,10,3.6,3.92,3.984,3.9968,5.59936,6.719872,3.7439744,8,12.8,9.76,5.152,3.4304,2.28608,2.857216,8.5714432,3,3,3,1.4,8.28,11.256,9.4512,7.49024,2,2,2.8,6.96,3.792,2.3584,6.07168,3.614336,20
"894",1,1.8,1.16,1.032,0.2064,0.84128,1.768256,1.9536512,4,2.4,2.88,3.776,1.5552,3.51104,0.702208,0.9404416,1,1.8,1.16,1.032,0.2064,0.84128,1.768256,1.9536512,4,2.4,2.88,3.776,1.5552,3.51104,0.702208,0.9404416,13,16.2,8.84,12.968,13.7936,13.15872,12.231744,12.0463488,18,14.8,10.16,12.432,10.4864,14.89728,15.779456,10.3558912,13,16.2,8.84,12.968,13.7936,13.15872,12.231744,12.0463488,18,14.8,10.16,12.432,10.4864,14.89728,15.779456,10.3558912,4,7.2,5.44,2.688,0.5376,1.70752,3.541504,7.1083008,6,5.2,4.24,4.848,4.9696,4.99392,5.798784,3.5597568,4,7.2,5.44,2.688,0.5376,1.70752,3.541504,7.1083008,6,5.2,4.24,4.848,4.9696,4.99392,5.798784,3.5597568,5,6.6,5.32,4.264,1.6528,2.73056,2.146112,3.6292224,8,2.4,4.48,4.096,4.8192,4.96384,4.992768,2.5985536,1,1.8,6.76,2.152,5.2304,2.64608,2.129216,2.8258432,9,7.4,4.68,0.936,2.5872,6.11744,7.623488,4.7246976,8
"895",3,3.8,3.16,0.632,0.9264,1.78528,1.157056,0.2314112,2,1.2,2.64,3.728,0.7456,0.14912,1.629824,3.5259648,3,3.8,3.16,0.632,0.9264,1.78528,1.157056,0.2314112,2,1.2,2.64,3.728,0.7456,0.14912,1.629824,3.5259648,14,13.2,12.24,10.448,10.0896,11.61792,8.723584,6.5447168,14,10.8,11.76,13.552,13.9104,11.58208,13.516416,18.7032832,14,13.2,12.24,10.448,10.0896,11.61792,8.723584,6.5447168,14,10.8,11.76,13.552,13.9104,11.58208,13.516416,18.7032832,6,6,5.2,1.84,4.368,3.2736,2.25472,2.050944,4,3.2,5.44,5.088,1.0176,1.00352,5.000704,7.4001408,6,6,5.2,1.84,4.368,3.2736,2.25472,2.050944,4,3.2,5.44,5.088,1.0176,1.00352,5.000704,7.4001408,9,3.4,6.28,5.256,5.0512,2.61024,1.322048,2.6644096,1,2.6,2.12,4.424,1.6848,5.13696,6.627392,10.1254784,10,9.2,9.84,9.168,7.4336,6.28672,6.857344,4.5714688,2,1.2,0.24,2.448,2.0896,6.81792,2.963584,2.9927168,4
"896",2,0.4,0.08,1.616,1.1232,1.82464,0.364928,3.2729856,1,1.8,1.16,1.032,2.6064,0.52128,1.704256,0.3408512,2,0.4,0.08,1.616,1.1232,1.82464,0.364928,3.2729856,1,1.8,1.16,1.032,2.6064,0.52128,1.704256,0.3408512,13,16.2,6.44,13.288,13.8576,17.17152,16.234304,19.2468608,11,7.8,10.36,7.672,12.7344,8.94688,11.389376,7.0778752,13,16.2,6.44,13.288,13.8576,17.17152,16.234304,19.2468608,11,7.8,10.36,7.672,12.7344,8.94688,11.389376,7.0778752,6,3.6,2.32,5.264,5.0528,5.81056,5.962112,7.5924224,8,4,4,2.4,6.08,4.416,4.0832,2.41664,6,3.6,2.32,5.264,5.0528,5.81056,5.962112,7.5924224,8,4,4,2.4,6.08,4.416,4.0832,2.41664,2,6,2.8,5.36,3.472,2.2944,4.45888,9.691776,3,2.2,6.84,6.168,4.4336,2.48672,2.097344,2.8194688,7,2.2,3.64,5.528,5.1056,5.02112,2.604224,2.9208448,8,12,5.6,4.32,8.864,2.5728,6.11456,6.822912,9
"897",0,0.8,0.16,0.832,0.9664,0.99328,2.598656,1.3197312,0,0.8,4.16,1.632,1.9264,1.18528,2.637056,2.1274112,0,0.8,0.16,0.832,0.9664,0.99328,2.598656,1.3197312,0,0.8,4.16,1.632,1.9264,1.18528,2.637056,2.1274112,11,12.6,4.12,7.224,5.4448,7.48896,10.297792,9.2595584,18,12.4,24.08,11.216,13.4432,16.28864,13.657728,12.3315456,11,12.6,4.12,7.224,5.4448,7.48896,10.297792,9.2595584,18,12.4,24.08,11.216,13.4432,16.28864,13.657728,12.3315456,2,3.6,2.32,2.064,1.2128,2.64256,5.328512,3.4657024,4,4.8,11.36,5.472,5.8944,7.57888,5.515776,7.5031552,2,3.6,2.32,2.064,1.2128,2.64256,5.328512,3.4657024,4,4.8,11.36,5.472,5.8944,7.57888,5.515776,7.5031552,8,7.2,1.44,7.488,3.8976,3.17952,3.835904,2.3671808,7,9.4,9.88,3.576,8.7152,6.54304,2.908608,3.7817216,10,5.2,5.84,4.368,2.4736,6.09472,8.418944,3.2837888,0,4,8,6.4,6.88,2.976,5.3952,4.27904,8
"898",0,1.6,1.92,3.584,1.5168,3.50336,2.300672,2.8601344,1,0.2,1.64,1.128,1.8256,1.16512,3.433024,0.6866048,0,1.6,1.92,3.584,1.5168,3.50336,2.300672,2.8601344,1,0.2,1.64,1.128,1.8256,1.16512,3.433024,0.6866048,13,7.4,7.88,11.976,15.1952,19.03904,11.807808,15.9615616,5,22.6,20.52,13.704,10.7408,10.14816,17.229632,16.2459264,13,7.4,7.88,11.976,15.1952,19.03904,11.807808,15.9615616,5,22.6,20.52,13.704,10.7408,10.14816,17.229632,16.2459264,4,3.2,3.04,6.208,3.6416,7.12832,3.825664,7.1651328,2,6.8,5.36,3.472,3.8944,2.37888,9.275776,5.0551552,4,3.2,3.04,6.208,3.6416,7.12832,3.825664,7.1651328,2,6.8,5.36,3.472,3.8944,2.37888,9.275776,5.0551552,5,1.8,2.76,0.552,2.5104,1.30208,2.660416,1.3320832,7,8.6,4.12,1.624,1.9248,4.38496,6.476992,3.6953984,6,9.2,9.04,7.408,9.4816,8.29632,8.059264,6.4118528,1,5.8,5.96,4.392,4.8784,5.77568,2.755136,4.5510272,4
